step,sensor,pos_x,pos_y,pos_z,ori_l,ori_i,ori_j,ori_k,vel_a,vel_b,vel_c
34265,IMU,-58.675938,770.085541,762.783604,0.104568,0.133329,-0.967682,-0.186762,-0.271351,3.201082,3.003709
34266,IMU,-58.678654,770.117552,762.813641,0.104564,0.133325,-0.967683,-0.186764,-0.271717,3.201151,3.003547
34267,DEPTH,-58.678441,770.117402,762.814405,0.104427,0.133330,-0.967671,-0.186824,-0.271698,3.201149,3.003843
34268,IMU,-58.681153,770.149416,762.844444,0.104485,0.133320,-0.967677,-0.186843,-0.270691,3.201609,3.004086
34269,IMU,-58.683859,770.181432,762.874485,0.104617,0.133276,-0.967663,-0.186874,-0.270596,3.201607,3.003967
34270,IMU,-58.686563,770.213451,762.904528,0.104607,0.133305,-0.967677,-0.186782,-0.270114,3.202161,3.004730
34271,DEPTH,-58.685583,770.213032,762.906963,0.104167,0.133321,-0.967645,-0.186980,-0.270041,3.202157,3.005674
34272,IMU,-58.688284,770.245052,762.937023,0.104160,0.133303,-0.967679,-0.187027,-0.270175,3.201784,3.006292
34273,IMU,-58.690984,770.277072,762.967087,0.104125,0.133301,-0.967676,-0.187061,-0.269828,3.202120,3.006525
34274,IMU,-58.693684,770.309097,762.997151,0.104161,0.133303,-0.967661,-0.187115,-0.270134,3.202901,3.006161
34275,DEPTH,-58.693419,770.309025,762.997646,0.104071,0.133306,-0.967656,-0.187157,-0.270117,3.202901,3.006353
34276,IMU,-58.696119,770.341054,763.027711,0.104022,0.133293,-0.967670,-0.187155,-0.269883,3.203042,3.006787
34277,IMU,-58.698811,770.373088,763.057777,0.104027,0.133247,-0.967655,-0.187264,-0.268528,3.203760,3.006250
34278,IMU,-58.701497,770.405126,763.087840,0.104041,0.133240,-0.967667,-0.187201,-0.268640,3.203798,3.006358
34279,DEPTH,-58.700233,770.404901,763.089745,0.103694,0.133253,-0.967648,-0.187365,-0.268564,3.203799,3.007098
34280,IMU,-58.702919,770.436941,763.119816,0.103708,0.133311,-0.967663,-0.187353,-0.268641,3.204263,3.007037
34281,IMU,-58.705603,770.468989,763.149888,0.103750,0.133329,-0.967651,-0.187378,-0.268249,3.205257,3.007344
34282,IMU,-58.708286,770.501039,763.179963,0.103734,0.133385,-0.967649,-0.187359,-0.268294,3.204803,3.007752
34283,DEPTH,-58.708224,770.501032,763.180042,0.103720,0.133386,-0.967648,-0.187366,-0.268290,3.204803,3.007782
34284,IMU,-58.710912,770.533084,763.210120,0.103755,0.133396,-0.967646,-0.187354,-0.269290,3.205476,3.007825
34285,IMU,-58.713604,770.565138,763.240198,0.103741,0.133415,-0.967634,-0.187412,-0.269141,3.205414,3.007863
34286,IMU,-58.716294,770.597194,763.270276,0.103824,0.133367,-0.967631,-0.187413,-0.268827,3.205768,3.007737
34287,DEPTH,-58.717220,770.597251,763.269270,0.104007,0.133360,-0.967638,-0.187320,-0.268877,3.205764,3.007346
34288,IMU,-58.719906,770.629307,763.299340,0.104020,0.133366,-0.967634,-0.187292,-0.268278,3.205367,3.006687
34289,IMU,-58.722587,770.661361,763.329404,0.103983,0.133367,-0.967646,-0.187250,-0.267927,3.205528,3.006240
34290,IMU,-58.725262,770.693421,763.359465,0.104051,0.133467,-0.967617,-0.187289,-0.267146,3.206424,3.005948
34291,DEPTH,-58.725842,770.693436,763.358908,0.104153,0.133463,-0.967620,-0.187236,-0.267177,3.206421,3.005730
34292,IMU,-58.728509,770.725500,763.388962,0.104148,0.133360,-0.967614,-0.187329,-0.266337,3.206348,3.005094
34293,IMU,-58.731172,770.757566,763.419014,0.104208,0.133334,-0.967601,-0.187380,-0.266181,3.206947,3.005201
34294,IMU,-58.733836,770.789638,763.449063,0.104142,0.133335,-0.967615,-0.187340,-0.266523,3.207441,3.004624
34295,DEPTH,-58.733796,770.789638,763.449097,0.104136,0.133336,-0.967615,-0.187344,-0.266521,3.207441,3.004637
34296,IMU,-58.736457,770.821710,763.479144,0.104109,0.133373,-0.967620,-0.187307,-0.265550,3.206946,3.004746
34297,IMU,-58.739109,770.853780,763.509193,0.104107,0.133326,-0.967649,-0.187192,-0.264885,3.207117,3.005201
34298,IMU,-58.741755,770.885848,763.539249,0.104141,0.133332,-0.967632,-0.187258,-0.264327,3.206395,3.005894
34299,DEPTH,-58.743296,770.885811,763.538031,0.104365,0.133323,-0.967635,-0.187135,-0.264405,3.206387,3.005418
34300,IMU,-58.745941,770.917877,763.568082,0.104377,0.133266,-0.967648,-0.187089,-0.264586,3.206797,3.004850
34301,IMU,-58.748588,770.949948,763.598133,0.104362,0.133211,-0.967660,-0.187075,-0.264778,3.207361,3.005341
34302,IMU,-58.751232,770.982022,763.628186,0.104349,0.133197,-0.967675,-0.187016,-0.264096,3.207334,3.005228
34303,DEPTH,-58.751159,770.982025,763.628239,0.104339,0.133197,-0.967675,-0.187022,-0.264092,3.207334,3.005249
34304,IMU,-58.753805,771.014097,763.658287,0.104336,0.133130,-0.967695,-0.186968,-0.265167,3.207143,3.004342
34305,IMU,-58.756453,771.046164,763.688333,0.104332,0.133165,-0.967684,-0.187001,-0.264363,3.206273,3.004881
34306,IMU,-58.759100,771.078230,763.718384,0.104308,0.133109,-0.967688,-0.187037,-0.265004,3.206860,3.005188
34307,DEPTH,-58.761145,771.078117,763.717011,0.104562,0.133098,-0.967687,-0.186891,-0.265104,3.206848,3.004652
34308,IMU,-58.763796,771.110185,763.747059,0.104466,0.133158,-0.967705,-0.186820,-0.265096,3.206901,3.004850
34309,IMU,-58.766450,771.142256,763.777107,0.104455,0.133152,-0.967728,-0.186714,-0.265789,3.207159,3.004728
34310,IMU,-58.769107,771.174326,763.807152,0.104453,0.133212,-0.967721,-0.186708,-0.265633,3.206898,3.004265
34311,DEPTH,-58.769734,771.174283,763.806759,0.104526,0.133209,-0.967720,-0.186666,-0.265663,3.206894,3.004112
34312,IMU,-58.772391,771.206352,763.836797,0.104495,0.133299,-0.967711,-0.186676,-0.265648,3.206957,3.003413
34313,IMU,-58.775048,771.238426,763.866832,0.104571,0.133208,-0.967696,-0.186776,-0.265698,3.207698,3.003536
34314,IMU,-58.777702,771.270501,763.896869,0.104496,0.133166,-0.967698,-0.186838,-0.265213,3.207270,3.003968
34315,DEPTH,-58.774808,771.270730,763.898574,0.104178,0.133179,-0.967702,-0.187029,-0.265076,3.207290,3.004634
34316,IMU,-58.777455,771.302803,763.928619,0.104208,0.133222,-0.967689,-0.187007,-0.264327,3.207180,3.004373
34317,IMU,-58.780097,771.334873,763.958661,0.104246,0.133262,-0.967682,-0.186988,-0.264091,3.206831,3.004015
34318,IMU,-58.782741,771.366945,763.988702,0.104217,0.133222,-0.967684,-0.187024,-0.264660,3.207606,3.004056
34319,DEPTH,-58.782619,771.366956,763.988769,0.104205,0.133222,-0.967684,-0.187032,-0.264654,3.207607,3.004082
34320,IMU,-58.785266,771.399034,764.018811,0.104177,0.133267,-0.967690,-0.186986,-0.264691,3.208156,3.004300
34321,IMU,-58.787912,771.431114,764.048852,0.104102,0.133413,-0.967669,-0.187029,-0.264524,3.207706,3.003885
34322,IMU,-58.790556,771.463192,764.078892,0.104078,0.133517,-0.967651,-0.187064,-0.264320,3.208005,3.004104
34323,DEPTH,-58.787241,771.463514,764.080647,0.103749,0.133531,-0.967659,-0.187269,-0.264164,3.208030,3.004789
34324,IMU,-58.789881,771.495591,764.110693,0.103791,0.133578,-0.967649,-0.187190,-0.263745,3.207353,3.004523
34325,IMU,-58.792518,771.527663,764.140742,0.103797,0.133483,-0.967658,-0.187206,-0.263820,3.207029,3.005175
34326,IMU,-58.795156,771.559732,764.170795,0.103837,0.133479,-0.967678,-0.187086,-0.263598,3.206785,3.005463
34327,DEPTH,-58.793233,771.559931,764.171764,0.103655,0.133486,-0.967683,-0.187202,-0.263509,3.206800,3.005841
34328,IMU,-58.795867,771.592000,764.201821,0.103670,0.133563,-0.967666,-0.187180,-0.263407,3.206920,3.005435
34329,IMU,-58.798499,771.624071,764.231875,0.103658,0.133575,-0.967672,-0.187146,-0.262928,3.207235,3.005356
34330,IMU,-58.801127,771.656144,764.261932,0.103719,0.133606,-0.967638,-0.187267,-0.262678,3.207313,3.006102
34331,DEPTH,-58.802187,771.656028,764.261422,0.103815,0.133602,-0.967634,-0.187205,-0.262727,3.207305,3.005903
34332,IMU,-58.804811,771.688099,764.291482,0.103793,0.133729,-0.967625,-0.187206,-0.261971,3.206889,3.006064
34333,IMU,-58.807429,771.720169,764.321541,0.103858,0.133632,-0.967628,-0.187224,-0.261699,3.207242,3.005738
34334,IMU,-58.810049,771.752243,764.351601,0.103897,0.133576,-0.967617,-0.187297,-0.262252,3.207516,3.006296
34335,DEPTH,-58.811969,771.752025,764.350719,0.104063,0.133568,-0.967610,-0.187189,-0.262339,3.207502,3.005952
34336,IMU,-58.814592,771.784099,764.380780,0.103988,0.133573,-0.967614,-0.187266,-0.262362,3.207149,3.006168
34337,IMU,-58.817215,771.816168,764.410838,0.103967,0.133680,-0.967601,-0.187267,-0.262175,3.206801,3.005381
34338,IMU,-58.819835,771.848238,764.440893,0.103960,0.133686,-0.967598,-0.187283,-0.261874,3.207195,3.005655
34339,DEPTH,-58.821217,771.848076,764.440286,0.104075,0.133681,-0.967592,-0.187208,-0.261936,3.207185,3.005417
34340,IMU,-58.823837,771.880151,764.470336,0.104090,0.133715,-0.967597,-0.187197,-0.261950,3.207845,3.004670
34341,IMU,-58.826452,771.912232,764.500382,0.104141,0.133670,-0.967587,-0.187249,-0.261052,3.208281,3.004513
34342,IMU,-58.829060,771.944314,764.530424,0.104092,0.133712,-0.967573,-0.187317,-0.260501,3.208219,3.003939
34343,DEPTH,-58.828373,771.944397,764.530714,0.104037,0.133714,-0.967576,-0.187354,-0.260470,3.208225,3.004053
34344,IMU,-58.830976,771.976482,764.560753,0.104050,0.133779,-0.967570,-0.187310,-0.260138,3.208745,3.003737
34345,IMU,-58.833576,772.008571,764.590788,0.104036,0.133739,-0.967566,-0.187369,-0.259758,3.208958,3.003238
34346,IMU,-58.836174,772.040658,764.620825,0.104047,0.133788,-0.967561,-0.187354,-0.259809,3.208558,3.004225
34347,DEPTH,-58.835911,772.040691,764.620933,0.104026,0.133788,-0.967562,-0.187368,-0.259797,3.208560,3.004267
34348,IMU,-58.838508,772.072775,764.650972,0.104059,0.133870,-0.967547,-0.187360,-0.259695,3.208196,3.003653
34349,IMU,-58.841105,772.104854,764.681006,0.104027,0.133841,-0.967566,-0.187301,-0.259715,3.207621,3.003032
34350,IMU,-58.843703,772.136931,764.711035,0.103996,0.133936,-0.967560,-0.187277,-0.259833,3.207818,3.002824
34351,DEPTH,-58.846615,772.136562,764.709883,0.104216,0.133927,-0.967546,-0.187128,-0.259964,3.207795,3.002373
34352,IMU,-58.849214,772.168642,764.739912,0.104216,0.133927,-0.967563,-0.187149,-0.259987,3.208284,3.003423
34353,IMU,-58.851818,772.200728,764.769945,0.104129,0.133914,-0.967574,-0.187150,-0.260783,3.208814,3.003047
34354,IMU,-58.854424,772.232817,764.799978,0.104089,0.133832,-0.967593,-0.187130,-0.260435,3.209091,3.003692
34355,DEPTH,-58.854744,772.232776,764.799856,0.104113,0.133831,-0.967592,-0.187114,-0.260449,3.209088,3.003644
34356,IMU,-58.857348,772.264863,764.829888,0.104192,0.133823,-0.967576,-0.187168,-0.260410,3.208354,3.002774
34357,IMU,-58.859953,772.296949,764.859915,0.104058,0.133827,-0.967596,-0.187137,-0.260678,3.208776,3.002714
34358,IMU,-58.862562,772.329036,764.889941,0.104058,0.133934,-0.967582,-0.187133,-0.260998,3.208614,3.002493
34359,DEPTH,-58.859448,772.329448,764.891104,0.103835,0.133944,-0.967599,-0.187288,-0.260859,3.208639,3.002948
34360,IMU,-58.862056,772.361534,764.921132,0.103830,0.134033,-0.967574,-0.187231,-0.260675,3.208563,3.002539
34361,IMU,-58.864662,772.393619,764.951157,0.103762,0.134017,-0.967579,-0.187253,-0.260631,3.208462,3.002527
34362,IMU,-58.867268,772.425701,764.981183,0.103772,0.133999,-0.967581,-0.187253,-0.260528,3.207935,3.002718
34363,DEPTH,-58.868482,772.425537,764.980741,0.103857,0.133995,-0.967574,-0.187193,-0.260582,3.207926,3.002545
34364,IMU,-58.871084,772.457617,765.010767,0.103925,0.133984,-0.967585,-0.187156,-0.259770,3.207899,3.002672
34365,IMU,-58.873685,772.489692,765.040794,0.103870,0.133956,-0.967596,-0.187150,-0.260463,3.207262,3.002853
34366,IMU,-58.876289,772.521765,765.070825,0.103943,0.134021,-0.967572,-0.187186,-0.260302,3.207315,3.003244
34367,DEPTH,-58.877793,772.521560,765.070289,0.104046,0.134016,-0.967564,-0.187113,-0.260369,3.207303,3.003035
34368,IMU,-58.880396,772.553634,765.100322,0.104068,0.133953,-0.967594,-0.187054,-0.260228,3.207459,3.003572
34369,IMU,-58.882997,772.585706,765.130353,0.104110,0.133976,-0.967598,-0.186993,-0.260011,3.206904,3.002526
34370,IMU,-58.885597,772.617778,765.160380,0.104115,0.134000,-0.967577,-0.187079,-0.259889,3.207430,3.002858
34371,DEPTH,-58.885706,772.617763,765.160342,0.104122,0.134000,-0.967577,-0.187074,-0.259893,3.207429,3.002843
34372,IMU,-58.888306,772.649839,765.190365,0.104165,0.134025,-0.967590,-0.186966,-0.260084,3.207796,3.001848
34373,IMU,-58.890909,772.681919,765.220385,0.104090,0.133988,-0.967609,-0.186935,-0.260509,3.208303,3.002138
34374,IMU,-58.893517,772.714004,765.250407,0.104008,0.133932,-0.967635,-0.186888,-0.261187,3.208565,3.002198
34375,DEPTH,-58.894130,772.713919,765.250198,0.104048,0.133930,-0.967631,-0.186859,-0.261214,3.208560,3.002116
34376,IMU,-58.896745,772.746005,765.280219,0.104055,0.133975,-0.967635,-0.186832,-0.261765,3.208730,3.002177
34377,IMU,-58.899361,772.778093,765.310243,0.104057,0.133962,-0.967645,-0.186787,-0.261415,3.208870,3.002634
34378,IMU,-58.901974,772.810182,765.340268,0.104040,0.133946,-0.967654,-0.186762,-0.261282,3.208845,3.002329
34379,DEPTH,-58.901543,772.810242,765.340412,0.104012,0.133947,-0.967656,-0.186782,-0.261263,3.208848,3.002385
34380,IMU,-58.904154,772.842332,765.370441,0.104001,0.133910,-0.967676,-0.186695,-0.260847,3.209142,3.003319
34381,IMU,-58.906762,772.874424,765.400474,0.103923,0.133976,-0.967671,-0.186716,-0.260693,3.209121,3.003271
34382,IMU,-58.909370,772.906517,765.430502,0.103938,0.133955,-0.967685,-0.186649,-0.261056,3.209447,3.002302
34383,DEPTH,-58.906694,772.906902,765.431379,0.103768,0.133962,-0.967702,-0.186773,-0.260939,3.209469,3.002644
34384,IMU,-58.909305,772.939000,765.461410,0.103718,0.134001,-0.967664,-0.186852,-0.261389,3.210118,3.003576
34385,IMU,-58.911916,772.971099,765.491445,0.103662,0.133981,-0.967677,-0.186826,-0.260767,3.209776,3.003428
34386,IMU,-58.914523,773.003198,765.521474,0.103674,0.133981,-0.967671,-0.186853,-0.260530,3.209873,3.002387
34387,DEPTH,-58.916497,773.002907,765.520839,0.103797,0.133975,-0.967659,-0.186762,-0.260616,3.209856,3.002139
34388,IMU,-58.919104,773.035008,765.550860,0.103862,0.133939,-0.967688,-0.186690,-0.260778,3.210185,3.002139
34389,IMU,-58.921713,773.067108,765.580880,0.103881,0.133873,-0.967692,-0.186703,-0.261075,3.209940,3.001941
34390,IMU,-58.924322,773.099208,765.610895,0.103829,0.133845,-0.967703,-0.186698,-0.260681,3.210002,3.001012
34391,DEPTH,-58.917760,773.100192,765.612976,0.103426,0.133863,-0.967744,-0.186998,-0.260395,3.210058,3.001824
34392,IMU,-58.920362,773.132292,765.642991,0.103382,0.133868,-0.967685,-0.187022,-0.259903,3.209962,3.001204
34393,IMU,-58.922958,773.164393,765.673004,0.103370,0.133883,-0.967672,-0.187083,-0.259345,3.210229,3.001289
34394,IMU,-58.925551,773.196494,765.703022,0.103334,0.133871,-0.967674,-0.187105,-0.259360,3.209939,3.002436
34395,DEPTH,-58.921773,773.197069,765.704206,0.103105,0.133881,-0.967697,-0.187277,-0.259196,3.209971,3.002898
34396,IMU,-58.924361,773.229167,765.734234,0.103160,0.133892,-0.967654,-0.187287,-0.258277,3.209689,3.002737
34397,IMU,-58.926942,773.261267,765.764261,0.103225,0.133915,-0.967632,-0.187348,-0.258026,3.210333,3.002614
34398,IMU,-58.929522,773.293373,765.794286,0.103178,0.133917,-0.967616,-0.187454,-0.257858,3.210790,3.002327
34399,DEPTH,-58.927840,773.293632,765.794805,0.103077,0.133921,-0.967627,-0.187530,-0.257785,3.210804,3.002530
34400,IMU,-58.930418,773.325742,765.824833,0.103090,0.133981,-0.967588,-0.187603,-0.257812,3.211285,3.003083
34401,IMU,-58.932999,773.357857,765.854866,0.103051,0.134007,-0.967592,-0.187587,-0.258393,3.211593,3.003488
34402,IMU,-58.935584,773.389972,765.884903,0.103052,0.134140,-0.967576,-0.187574,-0.258643,3.211427,3.003784
34403,DEPTH,-58.934849,773.390087,765.885126,0.103009,0.134142,-0.967580,-0.187607,-0.258611,3.211433,3.003872
34404,IMU,-58.937436,773.422201,765.915166,0.102978,0.134004,-0.967585,-0.187664,-0.258732,3.211479,3.004062
34405,IMU,-58.940022,773.454313,765.945203,0.102912,0.133930,-0.967611,-0.187617,-0.258379,3.210915,3.003233
34406,IMU,-58.942607,773.486428,765.975234,0.102914,0.134002,-0.967608,-0.187583,-0.258626,3.211991,3.003048
34407,DEPTH,-58.944434,773.486137,765.974685,0.103021,0.133997,-0.967596,-0.187501,-0.258705,3.211975,3.002833
34408,IMU,-58.947021,773.518257,766.004712,0.102971,0.134023,-0.967615,-0.187500,-0.258619,3.212134,3.002570
34409,IMU,-58.949606,773.550380,766.034740,0.102951,0.134002,-0.967626,-0.187469,-0.258403,3.212276,3.003132
34410,IMU,-58.952187,773.582505,766.064775,0.102944,0.134007,-0.967627,-0.187463,-0.257870,3.212843,3.003813
34411,DEPTH,-58.950004,773.582860,766.065424,0.102819,0.134013,-0.967641,-0.187562,-0.257776,3.212862,3.004067
34412,IMU,-58.952582,773.614988,766.095468,0.102765,0.133993,-0.967623,-0.187592,-0.257913,3.212910,3.004913
34413,IMU,-58.955163,773.647119,766.125520,0.102774,0.134003,-0.967606,-0.187668,-0.258246,3.213124,3.005362
34414,IMU,-58.957748,773.679248,766.155578,0.102858,0.133992,-0.967583,-0.187750,-0.258701,3.212727,3.006307
34415,DEPTH,-58.954508,773.679785,766.156526,0.102675,0.134001,-0.967603,-0.187896,-0.258563,3.212755,3.006677
34416,IMU,-58.957092,773.711911,766.186600,0.102649,0.133893,-0.967580,-0.187950,-0.258230,3.212359,3.008101
34417,IMU,-58.959674,773.744034,766.216677,0.102605,0.133829,-0.967591,-0.187960,-0.258193,3.212366,3.007247
34418,IMU,-58.962259,773.776155,766.246744,0.102625,0.133858,-0.967597,-0.187900,-0.258821,3.211791,3.006294
34419,DEPTH,-58.961924,773.776211,766.246841,0.102606,0.133859,-0.967599,-0.187915,-0.258807,3.211794,3.006331
34420,IMU,-58.964510,773.808330,766.276902,0.102527,0.133809,-0.967609,-0.187925,-0.258436,3.211967,3.006021
34421,IMU,-58.967091,773.840449,766.306965,0.102468,0.133846,-0.967624,-0.187855,-0.257786,3.211778,3.006420
34422,IMU,-58.969672,773.872570,766.337033,0.102444,0.133882,-0.967627,-0.187829,-0.258421,3.212468,3.007181
34423,DEPTH,-58.970501,773.872428,766.336798,0.102489,0.133880,-0.967621,-0.187792,-0.258456,3.212460,3.007089
34424,IMU,-58.973088,773.904555,766.366871,0.102484,0.133864,-0.967629,-0.187810,-0.259017,3.212798,3.007542
34425,IMU,-58.975681,773.936680,766.396948,0.102492,0.133849,-0.967628,-0.187818,-0.259468,3.212236,3.007722
34426,IMU,-58.978277,773.968801,766.427024,0.102474,0.133934,-0.967610,-0.187862,-0.259763,3.212088,3.007626
34427,DEPTH,-58.979608,773.968570,766.426654,0.102545,0.133931,-0.967601,-0.187803,-0.259819,3.212076,3.007482
34428,IMU,-58.982204,774.000687,766.456730,0.102546,0.133987,-0.967611,-0.187780,-0.259504,3.211488,3.007703
34429,IMU,-58.984798,774.032800,766.486807,0.102431,0.133949,-0.967627,-0.187787,-0.259351,3.211024,3.007595
34430,IMU,-58.987392,774.064910,766.516887,0.102476,0.133937,-0.967620,-0.187807,-0.259271,3.211022,3.008432
34431,DEPTH,-58.987631,774.064868,766.516821,0.102488,0.133936,-0.967618,-0.187797,-0.259281,3.211020,3.008406
34432,IMU,-58.990220,774.096977,766.546906,0.102471,0.133962,-0.967632,-0.187730,-0.258533,3.210739,3.008498
34433,IMU,-58.992804,774.129083,766.576989,0.102404,0.133880,-0.967651,-0.187727,-0.258156,3.210582,3.008211
34434,IMU,-58.995385,774.161187,766.607076,0.102367,0.133883,-0.967668,-0.187658,-0.258173,3.210123,3.009018
34435,DEPTH,-58.995018,774.161252,766.607174,0.102348,0.133884,-0.967670,-0.187674,-0.258157,3.210126,3.009057
34436,IMU,-58.997600,774.193353,766.637263,0.102298,0.133958,-0.967658,-0.187694,-0.258270,3.210010,3.008722
34437,IMU,-59.000181,774.225452,766.667349,0.102324,0.133973,-0.967649,-0.187711,-0.257972,3.209780,3.008533
34438,IMU,-59.002758,774.257554,766.697437,0.102411,0.133894,-0.967673,-0.187599,-0.257291,3.210665,3.009076
34439,DEPTH,-59.002855,774.257537,766.697412,0.102416,0.133893,-0.967672,-0.187595,-0.257295,3.210664,3.009066
34440,IMU,-59.005427,774.289645,766.727500,0.102399,0.133893,-0.967680,-0.187571,-0.257176,3.210975,3.008598
34441,IMU,-59.007999,774.321751,766.757580,0.102414,0.133947,-0.967693,-0.187458,-0.257224,3.210168,3.007404
34442,IMU,-59.010570,774.353849,766.787653,0.102411,0.133998,-0.967695,-0.187413,-0.256867,3.209575,3.007068
34443,DEPTH,-59.008773,774.354170,766.788119,0.102322,0.134002,-0.967707,-0.187489,-0.256792,3.209591,3.007250
34444,IMU,-59.011344,774.386267,766.818191,0.102342,0.133927,-0.967706,-0.187442,-0.257297,3.209820,3.007198
34445,IMU,-59.013920,774.418369,766.848266,0.102390,0.133912,-0.967706,-0.187426,-0.258029,3.210461,3.007742
34446,IMU,-59.016501,774.450471,766.878338,0.102419,0.133910,-0.967712,-0.187381,-0.258049,3.209933,3.006606
34447,DEPTH,-59.019137,774.449999,766.877662,0.102547,0.133904,-0.967694,-0.187271,-0.258158,3.209910,3.006344
34448,IMU,-59.021717,774.482100,766.907722,0.102568,0.133842,-0.967738,-0.187214,-0.257945,3.210397,3.005708
34449,IMU,-59.024301,774.514204,766.937779,0.102590,0.133932,-0.967731,-0.187177,-0.258895,3.210265,3.005556
34450,IMU,-59.026897,774.546304,766.967834,0.102620,0.133968,-0.967710,-0.187240,-0.260164,3.209745,3.005552
34451,DEPTH,-59.021840,774.547213,766.969118,0.102377,0.133979,-0.967746,-0.187451,-0.259954,3.209791,3.006049
34452,IMU,-59.024445,774.579316,766.999178,0.102387,0.133954,-0.967709,-0.187385,-0.260901,3.210691,3.006039
34453,IMU,-59.027053,774.611423,767.029239,0.102375,0.134106,-0.967692,-0.187371,-0.260701,3.210850,3.006058
34454,IMU,-59.029658,774.643531,767.059299,0.102424,0.134109,-0.967671,-0.187447,-0.260365,3.210726,3.005911
34455,DEPTH,-59.024878,774.644400,767.060504,0.102197,0.134120,-0.967705,-0.187645,-0.260167,3.210769,3.006378
34456,IMU,-59.027482,774.676508,767.090567,0.102220,0.134097,-0.967656,-0.187644,-0.260725,3.210965,3.006285
34457,IMU,-59.030092,774.708618,767.120634,0.102212,0.134031,-0.967660,-0.187676,-0.261315,3.210951,3.007066
34458,IMU,-59.032702,774.740726,767.150706,0.102163,0.134058,-0.967658,-0.187695,-0.260512,3.210623,3.007372
34459,DEPTH,-59.034218,774.740447,767.150326,0.102234,0.134054,-0.967647,-0.187633,-0.260575,3.210609,3.007225
34460,IMU,-59.036826,774.772553,767.180396,0.102225,0.134127,-0.967635,-0.187730,-0.260964,3.210570,3.006711
34461,IMU,-59.039436,774.804659,767.210464,0.102251,0.134183,-0.967610,-0.187806,-0.260966,3.210638,3.006991
34462,IMU,-59.042046,774.836763,767.240531,0.102285,0.134166,-0.967606,-0.187817,-0.260982,3.210168,3.006295
34463,DEPTH,-59.038936,774.837340,767.241303,0.102141,0.134173,-0.967629,-0.187945,-0.260854,3.210196,3.006594
34464,IMU,-59.041545,774.869443,767.271366,0.102165,0.134110,-0.967609,-0.187911,-0.260906,3.210327,3.006001
34465,IMU,-59.044152,774.901547,767.301425,0.102189,0.134155,-0.967586,-0.187984,-0.260540,3.210467,3.005641
34466,IMU,-59.046754,774.933648,767.331477,0.102130,0.134244,-0.967576,-0.188002,-0.259728,3.209658,3.004917
34467,DEPTH,-59.050158,774.933010,767.330635,0.102286,0.134236,-0.967552,-0.187861,-0.259868,3.209626,3.004591
34468,IMU,-59.052752,774.965106,767.360683,0.102336,0.134158,-0.967610,-0.187778,-0.259050,3.209592,3.004911
34469,IMU,-59.055343,774.997204,767.390735,0.102361,0.134193,-0.967615,-0.187714,-0.259070,3.210020,3.005553
34470,IMU,-59.057933,775.029304,767.420793,0.102345,0.134198,-0.967613,-0.187730,-0.258929,3.209905,3.006112
34471,DEPTH,-59.056215,775.029627,767.421216,0.102267,0.134202,-0.967625,-0.187800,-0.258858,3.209921,3.006275
34472,IMU,-59.058808,775.061725,767.451280,0.102223,0.134248,-0.967607,-0.187790,-0.259733,3.209695,3.006501
34473,IMU,-59.061407,775.093822,767.481345,0.102166,0.134258,-0.967616,-0.187767,-0.260010,3.209768,3.006501
34474,IMU,-59.064009,775.125922,767.511409,0.102264,0.134269,-0.967609,-0.187740,-0.260408,3.210126,3.006326
34475,DEPTH,-59.072143,775.124386,767.509418,0.102629,0.134252,-0.967551,-0.187408,-0.260742,3.210051,3.005557
34476,IMU,-59.074749,775.156488,767.539480,0.102631,0.134300,-0.967621,-0.187458,-0.260576,3.210324,3.006952
34477,IMU,-59.077351,775.188594,767.569546,0.102614,0.134366,-0.967606,-0.187497,-0.259844,3.210844,3.006213
34478,IMU,-59.079949,775.220704,767.599609,0.102621,0.134318,-0.967618,-0.187466,-0.259707,3.211227,3.006348
34479,DEPTH,-59.084350,775.219867,767.598538,0.102816,0.134309,-0.967586,-0.187287,-0.259887,3.211187,3.005934
34480,IMU,-59.086946,775.251980,767.628601,0.102867,0.134335,-0.967616,-0.187329,-0.259282,3.211431,3.006730
34481,IMU,-59.089540,775.284097,767.658667,0.102775,0.134357,-0.967609,-0.187399,-0.259560,3.211939,3.006396
34482,IMU,-59.092137,775.316218,767.688730,0.102769,0.134314,-0.967609,-0.187431,-0.259800,3.212350,3.006171
34483,DEPTH,-59.089881,775.316651,767.689275,0.102670,0.134319,-0.967626,-0.187522,-0.259708,3.212370,3.006382
34484,IMU,-59.092481,775.348779,767.719338,0.102626,0.134263,-0.967621,-0.187486,-0.260279,3.213195,3.006188
34485,IMU,-59.095085,775.380909,767.749402,0.102682,0.134237,-0.967627,-0.187445,-0.260397,3.212747,3.006679
34486,IMU,-59.097686,775.413036,767.779469,0.102690,0.134220,-0.967641,-0.187377,-0.259950,3.212580,3.006780
34487,DEPTH,-59.097488,775.413074,767.779517,0.102681,0.134220,-0.967643,-0.187386,-0.259942,3.212582,3.006799
34488,IMU,-59.100088,775.445203,767.809584,0.102613,0.134230,-0.967639,-0.187426,-0.260085,3.213246,3.006573
34489,IMU,-59.102687,775.477336,767.839649,0.102645,0.134215,-0.967653,-0.187342,-0.259839,3.213289,3.006475
34490,IMU,-59.105284,775.509467,767.869712,0.102662,0.134299,-0.967636,-0.187362,-0.259460,3.212976,3.006191
